Severity	Code	Description	Project	File	Line	Suppression State
Warning	S3776	Refactor this method to reduce its Cognitive Complexity from 84 to the 15 allowed.	Glass.Message	C:\Gehan\Projects\CSharp_Projects\Glass\Glass.Message\GlassDialog.cs	438	Active
Warning	S3776	Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.	Glass.Message	C:\Gehan\Projects\CSharp_Projects\Glass\Glass.Message\GlassDialog.cs	1143	Active
Message	S3878	Remove this array creation and simply pass the elements.	Glass.Message	C:\Gehan\Projects\CSharp_Projects\Glass\Glass.Message\GlassDialog.cs	1510	Active
Message	S3878	Remove this array creation and simply pass the elements.	Glass.Message	C:\Gehan\Projects\CSharp_Projects\Glass\Glass.Message\GlassDialog.cs	1678	Active
Warning	S927	Rename parameter 'e' to 'eventargs' to match the base class declaration.	Glass.Message	C:\Gehan\Projects\CSharp_Projects\Glass\Glass.Message\GlassDialog.cs	1473	Active
Warning	S927	Rename parameter 'e' to 'eventargs' to match the base class declaration.	Glass.Message	C:\Gehan\Projects\CSharp_Projects\Glass\Glass.Message\GlassDialog.cs	1474	Active
Warning	S927	Rename parameter 'pe' to 'pevent' to match the base class declaration.	Glass.Message	C:\Gehan\Projects\CSharp_Projects\Glass\Glass.Message\GlassDialog.cs	1478	Active
Message (active)	SYSLIB1054	Use 'LibraryImportAttribute' instead of 'DllImportAttribute' to generate P/Invoke marshalling code at compile time	Glass.Message (net10.0-windows), Glass.Message (net8.0-windows), Glass.Message (net9.0-windows)	C:\Gehan\Projects\CSharp_Projects\Glass\Glass.Message\GlassDialog.cs	171	
Message (active)	SYSLIB1054	Use 'LibraryImportAttribute' instead of 'DllImportAttribute' to generate P/Invoke marshalling code at compile time	Glass.Message (net10.0-windows), Glass.Message (net8.0-windows), Glass.Message (net9.0-windows)	C:\Gehan\Projects\CSharp_Projects\Glass\Glass.Message\GlassDialog.cs	174	
Message (active)	SYSLIB1054	Use 'LibraryImportAttribute' instead of 'DllImportAttribute' to generate P/Invoke marshalling code at compile time	Glass.Message (net10.0-windows), Glass.Message (net8.0-windows), Glass.Message (net9.0-windows)	C:\Gehan\Projects\CSharp_Projects\Glass\Glass.Message\GlassDialog.cs	177	
